Dấu thời gian,Giới tính,Năm học hiện tại,Kinh nghiệm sử dụng công cụ số trong học tập ,Trường của bạn nằm ở vùng nào,Tôi hiểu rõ khái niệm và tầm quan trọng của chuyển đổi số trong học tập ngành ngôn ngữ.,Tôi nhận thấy chuyển đổi số mang lại nhiều lợi ích cho người học.,Tôi thấy rất dễ dàng để thực hiện chuyển đổi số trong học tập chuyên ngành của mình.,Nhà trường có chính sách rõ ràng để khuyến khích và thúc đẩy sinh viên thực hiện chuyển đổi số trong học tập,Nhà trường cung cấp đầy đủ tài liệu và chương trình đào tạo liên quan đến chuyển đổi số.,"Tôi có cơ hội tham gia các khóa học, các hội thảo về thực hiện chuyển đổi số trong học tập do trường tổ chức.",Giảng viên của tôi khi lên lớp có lồng ghép kiến thức về chuyển đổi số vào bài giảng.,"Giảng viên, bạn bè khuyến khích tôi ứng dụng công nghệ vào các hoạt động học tập.","Tôi có đủ thiết bị (máy tính, Internet…) và công cụ để ứng dụng công nghệ số trong học tập và công việc","Tôi được tiếp cận nền tảng, công cụ học trực tuyến (LMS, MOOCs, v.v.)",Tôi có thể sử dụng thành thạo các công cụ số  để ứng dụng trong học tập chuyên ngành của mình.,Tôi dễ dàng tiếp cận các công cụ số hỗ trợ cho công việc học tập.,Tôi sẵn sàng sử dụng công nghệ một cách thường xuyên trong học tập để thích ứng với chuyển đổi số.,Tôi thường xuyên cập nhật thông tin về xu hướng chuyển đổi số trong chuyên ngành của mình.,Tôi sẵn sàng học thêm kỹ năng số để nâng cao chất lượng học tập.,Tôi ủng hộ việc thực hiện chuyển đổi số trong dạy và học chuyên ngành ngôn ngữ.,Tôi sẵn sàng giới thiệu các công cụ số ứng dụng trong học tập cho các bạn học khác.,Tôi sẵn sàng chia sẻ kỹ năng số của mình cho các bạn học.
4/10/2025 8:30:13,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4
4/10/2025 8:30:25,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,3,3,2,4,4,5,3,4,4,4,3,4,3,3,4
4/10/2025 8:30:51,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,3,1,1,1,3,4,5,2,2,3,5,3,5,5,5,5
4/10/2025 8:31:24,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,3,3,4,3,4,4,3,3,3,4,3,4,4,4,4
4/10/2025 8:32:13,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,4,3,3,4,4,5,5,2,5,4,4,4,4,4,5,4
4/10/2025 8:33:52,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,4,4,3,4,5,5,5,4,5,5,3,4,4,3,3
4/10/2025 8:34:01,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,3,2,2,3,4,5,5,4,5,5,4,5,5,5,5
4/10/2025 8:34:07,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,4,4,4,4,4,5,5,4,3,4,5,3,4,4,4,3
4/10/2025 8:34:57,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,4,3,2,2,3,3,3,5,2,3,4,5,3,5,5,5,5
4/10/2025 8:36:42,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,4,5,3,3,3,2,3,3,4,2,3,3,4,3,5,5,5,5
4/10/2025 8:37:42,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,4,3,3,3,4,4,3,2,3,4,3,4,4,4,4
4/10/2025 8:38:56,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,3,3,4,5,5,5,4,4,4,5,4,5,5,5,5
4/10/2025 8:41:11,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,3,3,3,3,2,4,4,2,4,4,2,4,4,4,4
4/10/2025 8:47:53,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 8:49:04,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 8:57:42,Nam,Năm thứ tư,Trên 3 năm,Miền Bắc,3,5,3,4,3,4,2,4,5,3,3,4,4,3,5,5,4,3
4/10/2025 8:58:42,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,3,3,4,5,5,5,4,4,5,5,4,5,5,5,5
4/10/2025 9:37:36,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,3,3,3,4,4,5,4,4,2,3,5,4,5,5,5,5
4/10/2025 9:39:47,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,3,4,4,3,4,4,5,4,3,3,4,5,4,5,4,5
4/10/2025 9:39:52,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,2,5,5,5,5,3,4,5,3,5,4,5,5,5,5,5
4/10/2025 9:41:17,Nữ,Năm thứ tư,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 9:41:33,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:41:35,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,2,2,2,2,2,2,1,3,1,1,2,2,2,1,1,1,2,2
4/10/2025 9:42:57,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
4/10/2025 9:43:11,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
4/10/2025 9:43:29,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,3,2,4,4,4,5,4,4,4,5,5,5,5,5,5
4/10/2025 9:43:43,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,3,2,3,3,4,4,3,4,4,4,3,4,4,4,4
4/10/2025 9:44:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,3,4,4,4,4,4,2,3,3,4,3,4,5,4,4
4/10/2025 9:44:09,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4
4/10/2025 9:44:13,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4
4/10/2025 9:44:43,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4
4/10/2025 9:44:43,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:44:43,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
4/10/2025 9:44:59,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,3,4,3,3,3,4,5,5,4,5,5,5,4,5,5,5
4/10/2025 9:45:07,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,3,2,4,3,4,5,5,4,5,5,4,5,5,5,4
4/10/2025 9:45:23,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,4,4,3,3,4,4,5,3,4,4,5,4,4,4,4,4
4/10/2025 9:45:23,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,2,4,4,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5
4/10/2025 9:45:41,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,3,4,2,3,3,5,5,5,5,5,5,2,5,4,3,4
4/10/2025 9:45:51,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,4,4,4,5,3,4,4,4,3,4,4,4
4/10/2025 9:46:12,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,4,4,4,3,4,3,4,5,3,4,5,5,5,5,5,5
4/10/2025 9:46:31,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,5,4,5,4,5,5,5,5,5,3,5,5,4,5,5,4,5
4/10/2025 9:46:46,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4
4/10/2025 9:46:46,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 9:46:48,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,5,2,4,5,5,2,4,4,4,3,4,4,3,4,4,4,4
4/10/2025 9:46:49,Nam,Năm thứ tư,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:46:55,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,3,3,3,5,5,3,3,3,4,3,3,4,4,4
4/10/2025 9:46:56,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,4,4,5,3,3,4,4,3,4,5,4,3
4/10/2025 9:47:05,Nữ,Năm thứ hai,"1 - 3 năm, Trên 3 năm",Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 9:47:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,2,2,3,2,4,5,1,3,4,5,4,4,4,5,5
4/10/2025 9:47:26,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,5,4,4,4,3,3,3,4,5,3,3,4,4,4,4,4,4,4
4/10/2025 9:47:26,Nam,Năm thứ hai,Trên 3 năm,Miền Bắc,4,5,5,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5
4/10/2025 9:47:29,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 9:47:29,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,3,2,3,3,5,5,1,2,3,5,4,5,4,5,5
4/10/2025 9:47:40,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,5,3,3,4,5,5,4,4,5,5,5,5,5,5,4
4/10/2025 9:47:57,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:48:03,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3
4/10/2025 9:48:46,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,4,4,5,5,5,4,4,4,5,3,4,5,5,5,5,5,5
4/10/2025 9:48:59,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,4,4,5,5,5,5,4,4,4,5,4,5,5,5,5
4/10/2025 9:49:12,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,5,3,5,4,2,2,3,5,5,3,4,5,5,5,5,5,5
4/10/2025 9:49:37,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,3,3,3,3,5,5,5,5,5,5,4,5,5,4,4
4/10/2025 9:49:51,"Nam, Nữ",Năm thứ nhất,1 - 3 năm,Miền Bắc,4,3,4,3,3,3,4,4,4,3,3,5,3,3,4,4,5,5
4/10/2025 9:50:11,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,2,3,3,3,3,3,3,3,4,2,3,3,4,3,3,3,3,2
4/10/2025 9:50:51,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,4,3,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4
4/10/2025 9:51:11,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:51:47,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,4,3,4,5,5,4,4,3,4,4,4,3,5,4,4,5
4/10/2025 9:52:05,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,1,1,3,3,3,3,2,1,1,3,3,2,1,3,1,1,1,1
4/10/2025 9:52:08,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:53:46,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,4,2,2,4,2,5,1,5,4,3,2,1,2,3,4,4,5
4/10/2025 9:54:26,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,5,3,4,3,4,3,5,5,4,3,4,4,3,5,5,5,4
4/10/2025 9:54:36,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,5,5,4,4,3,3,5,4,5,4,5,4,3,3,4,4,3
4/10/2025 9:55:37,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,4,5,4,3,3,4,4,4,4,3,2,4,4,2,5,4,4,4
4/10/2025 9:56:51,Nam,Năm thứ nhất,1 - 3 năm,Miền Trung,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3
4/10/2025 9:57:17,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 9:57:51,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,3,4,5,5,4,5,5,5,5
4/10/2025 9:58:05,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,4,5,4,3,3,4,2,3,3,3,4,4,5,4,4
4/10/2025 9:58:42,Nữ,"Năm thứ nhất, Khác",1 - 3 năm,Miền Bắc,5,5,5,3,3,4,5,5,5,5,3,4,5,3,3,3,4,3
4/10/2025 9:58:57,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,4,4,5,4,3,3,4,3,4,4,4,3
4/10/2025 9:59:05,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,4,4,4,3,3,4,5,5,4,4,4,3,3,4,3,3
4/10/2025 9:59:09,Nam,Năm thứ hai,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2
4/10/2025 9:59:19,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,3,4,5,4,3,4,4,3,4,4,4,4
4/10/2025 9:59:59,Nữ,Năm thứ nhất,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,4,3,3,3,3,2,3,5,5,4,4,4,4,5,4,4,4
4/10/2025 10:00:04,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3
4/10/2025 10:01:26,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,4,4,3,4,3,5,3,5,5,4,2,4,5,2,5,4,5,5
4/10/2025 10:01:50,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 10:02:17,Nam,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,3,3,3,3,5,4,2,5,2,2,3,5,2,3,4,3,3
4/10/2025 10:02:36,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,4,3,4,4,3,3,3,3,3,3,3,3,4,5,4
4/10/2025 10:03:15,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 10:03:30,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,4,4,3,4,5,4,4,5,5,5,4,4,4,5,4,4
4/10/2025 10:03:37,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,4,4,4,4,5,5,4,4,4,3,4,4,4,4
4/10/2025 10:03:47,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 10:04:07,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,4,3,4,4,5,5,5,4,5,5,5,5,5,4,4,4
4/10/2025 10:04:11,Nam,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,2
4/10/2025 10:04:42,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4
4/10/2025 10:05:23,Nam,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,5,5,4,5,4,3,4,3,2
4/10/2025 10:07:03,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,3,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5
4/10/2025 10:08:10,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,5,3,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5
4/10/2025 10:09:28,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,2,4,3,3,3,1,3,3,4,2,2,3,4,2,4,4,4,3
4/10/2025 10:10:30,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,4,4,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3
4/10/2025 10:10:49,Nam,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
4/10/2025 10:10:59,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,4,5,5,3,5,5,4,4,5,3,5,5,5,3,5,4,5,5
4/10/2025 10:11:09,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,4,4
4/10/2025 10:11:44,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,3,2,1,3,2,5,4,5,5,5,4,3,5,5,4
4/10/2025 10:12:07,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 10:12:26,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 10:13:06,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 10:13:09,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,4,3,3,4,3,3,2,3,4,2,3,3,4,4,4,2,5
4/10/2025 10:13:21,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,3,3,5,5,4,3,5,4,5,4,4,4,4,4,4,4
4/10/2025 10:19:00,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,3,4,3,5,5,5,4,5,5,5,4,5,5,5,5
4/10/2025 10:20:49,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5
4/10/2025 10:21:29,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,2,3,4,3,3,5,2,3,4,4,3,5,5,4,5
4/10/2025 10:22:20,Nữ,Năm thứ hai,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,5,4,3,2,3,2,3,4,2,1,3,4,2,5,5,3,3
4/10/2025 10:27:12,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
4/10/2025 10:27:39,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,3,5,5,4,3,1,5,5,4,3,4,5,5,3,4,4,4,5
4/10/2025 10:31:14,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3
4/10/2025 10:31:52,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,5,4,4,4,4,3,5,5,5,4,4,5,4,5,5,5,5
4/10/2025 10:33:15,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5
4/10/2025 10:38:38,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 10:38:52,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,4,4,3,3,4,3,3,3,4,2,3,4,3,4,4,5,5,5
4/10/2025 10:39:03,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,3,4,5,3,5,5,5,4,5,5,5,4,5,5,5
4/10/2025 10:40:25,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 10:42:27,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,2,3,4,2,3,5,3,4,5,3,4,4,4,5,5
4/10/2025 10:43:48,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4
4/10/2025 10:45:29,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,3,2,3,3,3,3,5,4,4,4,4,4,4,4,5,5
4/10/2025 10:46:33,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 10:56:43,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 11:05:30,Nam,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,5,4,3,4,4,4,3,4,4,4,4,5,4,4,3
4/10/2025 11:09:57,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,3,3,4,4,3,3,5,3,3,3,3,3,3,3,3,3
4/10/2025 11:19:40,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 11:19:46,Nam,Năm thứ hai,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
4/10/2025 11:27:42,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 11:29:31,Nữ,Năm thứ hai,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,5,5,3,4,2,3,4,5,4,4,5,4,3,3,4,5,5
4/10/2025 11:33:37,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4
4/10/2025 11:33:51,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,4,4,3,4,3,4,4,5,3,3,4,4,3,4,4,4,3
4/10/2025 11:38:50,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,5,4,4,3,2,4,3,4,5,5,5,5,5,4,3,4,4,4
4/10/2025 11:50:28,Nữ,Năm thứ tư,1 - 3 năm,Miền Trung,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 11:52:25,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 11:53:05,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 11:56:10,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,3,4,5,4,5,3,3,5,5,5,3,5,5,2,3,4,5,5
4/10/2025 12:22:50,Nữ,Năm thứ tư,Trên 3 năm,Miền Trung,5,4,4,3,3,3,4,5,4,3,3,4,3,3,3,4,4,4
4/10/2025 12:26:23,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4
4/10/2025 12:27:00,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,3,3,4,3,4,5,3,4,4,5,4,4,5,4,4
4/10/2025 12:27:53,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,3,3,3,3,4,4,5,4,4,5,4,3,4,4,4,4
4/10/2025 12:28:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,3,4,4,3,4,4,5,4,3,4,5,3,5,5,5,5
4/10/2025 12:28:13,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,3,2,2,3,3,4,3,3,4,3,3,4,4,3,4
4/10/2025 12:28:22,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4
4/10/2025 12:28:40,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,3,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4
4/10/2025 12:28:42,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,5,4,5,3,4,4,4,4,5,5,5,5
4/10/2025 12:28:47,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,4,4
4/10/2025 12:29:00,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,4,2,3,5,5,5,2,3,3,5,3,4,4,5,5
4/10/2025 12:29:07,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,3,4,3,2,3,5,4,3,3,3,4,3,4,5,5,5
4/10/2025 12:29:13,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,3,4,2,2,2,2,3,4,5,4,3,4,5,4,3,4,3,3
4/10/2025 12:29:17,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,2,2,4,3,4,5,4,3,3,5,4,4,5,5,5
4/10/2025 12:29:29,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,4,2,4,4,4,4,3,3,3,4,4,4,4,4,4
4/10/2025 12:29:45,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5
4/10/2025 12:29:55,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/10/2025 12:30:01,Nữ,Năm thứ tư,"1 - 3 năm, Trên 3 năm",Miền Bắc,1,1,3,2,3,2,2,3,1,3,3,3,1,3,1,1,1,1
4/10/2025 12:32:46,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4
4/10/2025 12:34:57,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 12:36:41,Nam,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,3,2,3,4,4,5,3,3,3,5,4,4,5,5,5
4/10/2025 12:40:02,Nữ,Năm thứ hai,Dưới 1 năm,Miền Bắc,5,4,3,4,3,4,5,4,4,4,3,4,4,4,4,4,4,3
4/10/2025 13:02:03,Nữ,Năm thứ hai,Trên 3 năm,Miền Bắc,5,5,4,3,4,2,4,3,5,5,5,4,5,4,4,5,5,5
4/10/2025 13:02:19,Nữ,Năm thứ hai,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,3,3,3,2,2,3,3,3,4,4,4,4
